task_id,project_id,project_domain,project_type,task_title,task_description,project_complexity,project_criticality,role_required,team_size_required,assigned_count,estimated_hours,deadline_days,priority,required_experience_years,required_skill_ids,required_skill_levels,critical_skill_ids,required_skill_count,critical_skill_count,task_start_date,task_due_date
TSK004693,PRJ01614,Insurance,Machine Learning,Implement model retraining pipeline for Insurance claims handling platform,"This workstream covers model retraining pipeline within the claims handling platform. Business impact is limited, so a standard change window applies. The assignee is expected to demonstrate create data sets, develop statistical software and visual presentation techniques. The window is 11 days, with about 51 hours of effort expected from each assignee.",Basic,Low,Data Engineer,5,4,50.9,11,Low,0.5,906323f4-00c4-4c3b-ab5a-8af77be3456e|bb165899-d95f-4433-95f2-173fefd716d2|348b74cd-49ce-4844-8bdf-ec188b497213|5da8018b-ae85-4cde-ad93-0394369018f3|7e796b51-49d7-4e73-95af-2e7323763f15|71ae4f64-6505-4b6f-91b9-5acfa5721798,2|2|1|1|1|1,906323f4-00c4-4c3b-ab5a-8af77be3456e|bb165899-d95f-4433-95f2-173fefd716d2,6,2,2022-10-10,2022-10-21
TSK004694,PRJ01614,Insurance,Machine Learning,Refactor demand forecasting model for Insurance policy administration system,"Scope of this task is demand forecasting model on the policy administration system. Impact is contained and the change can be reversed without customer disruption. Required capability includes apply statistical analysis techniques, digital twin technology and develop software prototype. Effort is budgeted at 74 hours per person with a 21-day deadline.",Basic,Low,Data Engineer,6,6,74.5,21,Low,2.05,382c11ed-20d5-4ae7-b60e-15fec527fa6c|737f8895-46df-4283-8f38-13f3f0fc3b77|797a4416-0b8d-44f3-8fcd-eb10bd0be6b4|21d2f96d-35f7-4e3f-9745-c533d2dd6e97|e465a154-93f7-4973-9ce1-31659fe16dd2|e79a3803-dd53-46b0-906b-13e6d46ef687|56a7f561-1d55-43c9-9cd7-36a0a9bc6c50|022dc430-872a-473a-9cf4-fed4895e58ad|71ae4f64-6505-4b6f-91b9-5acfa5721798,2|2|3|2|1|2|2|2|2,382c11ed-20d5-4ae7-b60e-15fec527fa6c|797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,9,2,2022-10-06,2022-10-27
TSK004695,PRJ01614,Insurance,Machine Learning,Harden model retraining pipeline for Insurance policy administration system,"Delivery of model retraining pipeline for the policy administration system sits with this task. Impact is contained and the change can be reversed without customer disruption. Required capability includes data mining, artificial neural networks and deep learning. Estimated effort is 77 hours per assignee against a 20-day delivery window.",Basic,Low,ML Engineer,7,6,76.6,20,Medium,1.0,25f0ea33-b4a2-4f31-b7b4-7d20e827b180|5608d5a0-6d5e-43b7-be37-616501729bb4|ecc4552a-92c5-4222-b18d-faf5ac841080|2c28fc20-8a60-4311-8899-5ef8729c05b3,2|1|1|3,2c28fc20-8a60-4311-8899-5ef8729c05b3,4,1,2022-09-19,2022-10-09
TSK004696,PRJ01614,Insurance,Machine Learning,Harden demand forecasting model for Insurance claims handling platform,Scope of this task is demand forecasting model on the claims handling platform. Impact is contained and the change can be reversed without customer disruption. The assignee is expected to demonstrate artificial neural networks and Common Lisp. Effort is budgeted at 64 hours per person with a 15-day deadline.,Basic,Low,Data Engineer,3,2,64.2,15,Low,1.83,5608d5a0-6d5e-43b7-be37-616501729bb4|0cd6dcf1-5778-42a5-b685-4d01ae4a4871,3|1,5608d5a0-6d5e-43b7-be37-616501729bb4,2,1,2022-09-04,2022-09-19
TSK004697,PRJ01614,Insurance,Machine Learning,Refactor model retraining pipeline for Insurance policy administration system,"The team is responsible for model retraining pipeline as part of the policy administration system. The change is low blast-radius and can be scheduled flexibly. Core competencies required are data engineering, execute analytical mathematical calculations and creatively use digital technologies. The window is 25 days, with about 92 hours of effort expected from each assignee.",Basic,Low,ML Engineer,9,10,91.7,25,Medium,1.92,48db96bf-3314-45c6-bad8-fdb6e20e5639|31c69100-b612-4a61-8db5-fd314318854c|1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9,2|1|2,48db96bf-3314-45c6-bad8-fdb6e20e5639,3,1,2022-09-22,2022-10-17
TSK004698,PRJ01614,Insurance,Machine Learning,Automate model monitoring harness for Insurance policy administration system,"The team is responsible for model monitoring harness as part of the policy administration system. The change is low blast-radius and can be scheduled flexibly. Core competencies required are perform data cleansing, apply statistical analysis techniques and handle data samples. Estimated effort is 69 hours per assignee against a 14-day delivery window.",Basic,Low,Technical Lead,6,5,69.0,14,Low,1.43,50b100ea-74fd-4706-99db-3e4ca55e51b8|382c11ed-20d5-4ae7-b60e-15fec527fa6c|4a193795-fa63-414e-9f2e-bfdb3924571e|45f1ae17-c20d-40fc-9307-7d33b6ca9213|945b8655-5577-4c3a-946a-842d4527afa8|696e3b5b-8b61-45af-ae4c-3ab700f197ec,3|1|1|2|2|3,50b100ea-74fd-4706-99db-3e4ca55e51b8|696e3b5b-8b61-45af-ae4c-3ab700f197ec,6,2,2022-09-28,2022-10-12
TSK004699,PRJ01615,Manufacturing,Web Application,Implement onboarding web journey for Manufacturing quality traceability suite,"This workstream covers onboarding web journey within the quality traceability suite. This sits on a business-critical path where an incident triggers a formal post-mortem. Delivery depends on proven ability in analyse software specifications, interpret technical texts and use an application-specific interface. Planned at roughly 699 hours of individual effort, due in 182 days.",Critical,Critical,UI Developer,4,4,698.5,182,Urgent,10.75,f28617ad-afdd-4041-814c-216153a38998|85c11255-469f-41bd-a6d1-382bc4a87783|04fe962b-4017-4eb7-9139-7d69b6922bc9|7364cc39-b9c0-449f-9416-57723e2fd9c4|7d10fcb2-b368-48ab-996b-7c9fafcf68ed|85e6b82a-8244-45f6-8300-a6b2d62ee748,5|5|3|5|3|4,f28617ad-afdd-4041-814c-216153a38998|85c11255-469f-41bd-a6d1-382bc4a87783|7364cc39-b9c0-449f-9416-57723e2fd9c4,6,3,2022-10-22,2023-04-22
TSK004700,PRJ01615,Manufacturing,Web Application,Build responsive marketing site for Manufacturing quality traceability suite,"Scope of this task is responsive marketing site on the quality traceability suite. An outage here stops transaction processing, so rollback readiness is a gating condition. The assignee is expected to demonstrate propose ICT solutions to business problems, tools for software configuration management and identify customer requirements. Estimated effort is 243 hours per assignee against a 85-day delivery window.",Critical,Critical,QA Engineer,7,5,242.8,85,Urgent,10.59,07e51c60-763a-4335-b4ec-70a15f66d328|9d2e926f-53d9-41f5-98f3-19dfaa687f3f|0e0c9c11-b39e-43cf-ba95-2fe646f5de64|172020d1-e151-445b-8173-e2a5fb16fe51|925463a7-d51f-4d5b-9f79-4d28cf30acde|2b7a79e5-84d8-4880-be66-3d9bb05bea17|598de5b0-5b58-4ea7-8058-a4bc4d18c742|e74f4f21-8d45-412c-b5c3-652e6167ee32,2|5|5|5|5|5|3|5,9d2e926f-53d9-41f5-98f3-19dfaa687f3f|0e0c9c11-b39e-43cf-ba95-2fe646f5de64|172020d1-e151-445b-8173-e2a5fb16fe51|925463a7-d51f-4d5b-9f79-4d28cf30acde|e74f4f21-8d45-412c-b5c3-652e6167ee32,8,5,2022-11-26,2023-02-19
TSK004701,PRJ01615,Manufacturing,Web Application,Rebuild agent workspace UI for Manufacturing supply planning system,"The team is responsible for agent workspace UI as part of the supply planning system. An outage here stops transaction processing, so rollback readiness is a gating condition. Required capability includes manage engineering project, computer programming and develop automated migration methods. The window is 57 days, with about 182 hours of effort expected from each assignee.",Critical,Critical,Frontend Developer,6,7,181.8,57,Medium,10.16,6a899482-8bcf-40ca-ae67-579a1cc467ab|21d2f96d-35f7-4e3f-9745-c533d2dd6e97|0b0335f3-0aa1-491e-895e-81fc8774a300|be48353d-25c7-4f86-bea9-7b9e248fbc6e|2b7a79e5-84d8-4880-be66-3d9bb05bea17|7111b95d-0ce3-441a-9d92-4c75d05c4388|ffddfc7c-a9dd-449f-9e96-882dc447c8b6|5b9cde20-f1b9-4adc-bfb3-dbf70b14138d|449d119b-2d66-43a9-9230-7d27f16afbb6|ccbd0898-e225-4abc-8992-57a23b0e2eec,5|5|5|5|4|5|5|3|4|5,6a899482-8bcf-40ca-ae67-579a1cc467ab|21d2f96d-35f7-4e3f-9745-c533d2dd6e97|0b0335f3-0aa1-491e-895e-81fc8774a300|be48353d-25c7-4f86-bea9-7b9e248fbc6e|7111b95d-0ce3-441a-9d92-4c75d05c4388|ffddfc7c-a9dd-449f-9e96-882dc447c8b6,10,6,2022-10-30,2022-12-26
TSK004702,PRJ01616,Banking,Data Analytics,Optimise cohort reporting model for Banking treasury operations stack,"This task delivers cohort reporting model against the existing treasury operations stack. An outage here stops transaction processing, so rollback readiness is a gating condition. Delivery depends on proven ability in analyse the context of an organisation, create business process models and provide cost benefit analysis reports. Planned at roughly 128 hours of individual effort, due in 33 days.",Advanced,Critical,Data Analyst,7,7,128.3,33,Urgent,9.57,9714735d-6f60-440b-bdbc-aaf45ebcbe78|6a7792a9-888a-46ad-afc9-2c0d94c8fde6|48b68726-0fd6-4e03-a5eb-82236516ee7a|4cd85845-f31c-4306-994d-e12d45114d83,5|5|2|5,9714735d-6f60-440b-bdbc-aaf45ebcbe78|6a7792a9-888a-46ad-afc9-2c0d94c8fde6|4cd85845-f31c-4306-994d-e12d45114d83,4,3,2025-03-10,2025-04-12
TSK004703,PRJ01617,Media,Fraud Detection,Re-platform transaction fraud rules engine for Media rights management system,"Scope of this task is transaction fraud rules engine on the rights management system. Impact is contained and the change can be reversed without customer disruption. Delivery depends on proven ability in analyse the credit history of potential customers, apply statistical analysis techniques and risk transfer. Planned at roughly 225 hours of individual effort, due in 58 days.",Advanced,Low,Data Scientist,5,6,225.3,58,Low,4.42,afe9c5d2-e8bd-4377-9d2d-49b9589f05f9|382c11ed-20d5-4ae7-b60e-15fec527fa6c|0d564cb6-98ef-4c18-9392-dd69e6724cbf|c3e36d05-8ae8-447f-bb2b-6f9409f85389|d7b66759-c40c-44de-9f31-9418f84e10c5|a56dec32-05ef-45de-a256-ee6741f356db|03b9b491-fc9b-4868-914a-bf7cd47b5041|f6068fdb-8033-48ee-9444-5cbd2b40ba64|37a438f3-e28c-4e32-83c5-299f047c1dc9,4|3|2|3|4|2|3|3|2,afe9c5d2-e8bd-4377-9d2d-49b9589f05f9|d7b66759-c40c-44de-9f31-9418f84e10c5,9,2,2022-10-11,2022-12-08
TSK004704,PRJ01618,Healthcare,Monitoring,Build SLO and alerting framework for Healthcare patient records platform,"The team is responsible for SLO and alerting framework as part of the patient records platform. A failure here is customer-visible, so pre-release verification is mandatory. The assignee is expected to demonstrate hardware components, maintain ICT system and ICT system programming. Planned at roughly 328 hours of individual effort, due in 94 days.",Advanced,High,Support Engineer,10,10,327.5,94,High,7.71,4b51e76e-9e8a-455f-a289-5b48246345c4|fbbcb9ab-4b95-4e57-a756-30d08b7da7a5|b105ec9b-0857-41d6-8d07-a83e58b73d90|3a5231a0-8c30-48ee-b671-08e2debd4441|02058de6-4b98-449f-8a45-8588b0eb2446|d6cdef49-b669-4507-91d1-3f959cf98e47|873f205a-05f8-45f8-b544-fe963a3edc1e,5|4|3|3|3|5|5,4b51e76e-9e8a-455f-a289-5b48246345c4|fbbcb9ab-4b95-4e57-a756-30d08b7da7a5|d6cdef49-b669-4507-91d1-3f959cf98e47|873f205a-05f8-45f8-b544-fe963a3edc1e,7,4,2024-05-10,2024-08-12
TSK004705,PRJ01618,Healthcare,Monitoring,Consolidate synthetic monitoring suite for Healthcare care coordination suite,"This workstream covers synthetic monitoring suite within the care coordination suite. A failure here is customer-visible, so pre-release verification is mandatory. Core competencies required are manage system testing, domain name service and implement a firewall. Planned at roughly 215 hours of individual effort, due in 58 days.",Advanced,High,Systems Administrator,11,10,215.4,58,Medium,6.2,ce354460-500e-4eaa-8e95-8f243fcea3db|071233c4-ad2b-4f50-b79f-768d2231163e|e5b5053e-0ef6-4c4e-a3f2-42f955f4322c|a4e31589-3632-4926-91d0-15b889c90b9b|90be83d9-56f1-46a4-a6bc-96c51f6c9025|5063a99f-975b-4a7c-85e3-69ecb375b4d3,5|5|4|4|3|3,ce354460-500e-4eaa-8e95-8f243fcea3db|071233c4-ad2b-4f50-b79f-768d2231163e|e5b5053e-0ef6-4c4e-a3f2-42f955f4322c|a4e31589-3632-4926-91d0-15b889c90b9b,6,4,2024-05-10,2024-07-07
TSK004706,PRJ01619,Logistics,Digital Transformation,Re-platform workflow modernisation wave for Logistics transport management system,"Scope of this task is workflow modernisation wave on the transport management system. The change is low blast-radius and can be scheduled flexibly. Required capability includes analyse business requirements, analyse the context of an organisation and propose ICT solutions to business problems. Estimated effort is 117 hours per assignee against a 30-day delivery window.",Basic,Low,Business Analyst,7,8,116.9,30,Low,0.62,b04f377b-ee80-4b38-aca1-19d266a23b17|9714735d-6f60-440b-bdbc-aaf45ebcbe78|07e51c60-763a-4335-b4ec-70a15f66d328|0e0c9c11-b39e-43cf-ba95-2fe646f5de64|397da142-ab35-48fe-b154-7c38f447adfb|93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6|b9bf9e17-ae47-417b-bbb1-e8b7c263ccac,1|1|2|2|1|2|2,0e0c9c11-b39e-43cf-ba95-2fe646f5de64,7,1,2024-08-14,2024-09-13
TSK004707,PRJ01620,Travel,Monitoring,Migrate distributed tracing rollout for Travel booking and reservations engine,"Delivery of distributed tracing rollout for the booking and reservations engine sits with this task. Failure carries regulatory, financial or safety exposure and is escalated to executive level. Required capability includes manage system testing, implement a virtual private network and manage system security. Effort is budgeted at 804 hours per person with a 220-day deadline.",Critical,Critical,Systems Administrator,9,10,803.8,220,High,10.0,ce354460-500e-4eaa-8e95-8f243fcea3db|acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95|2a3a96a3-709e-4d60-81f6-d247d6933f13|f9a6f35b-01a7-40c9-8b61-b6ee46f97272|0868eef3-2213-4572-9343-74931345a7d3|fc2f1d4f-a46f-471e-a618-cbd4d0496a53|72a74f69-5cf1-43c5-99b9-62a444578919|69cfc5ed-6569-4aca-a4cc-fd782ba51d9c|f0ff6f10-cbb4-44c0-acd5-ed17046b1396|5da8018b-ae85-4cde-ad93-0394369018f3,4|4|5|5|5|5|4|5|5|4,2a3a96a3-709e-4d60-81f6-d247d6933f13|f9a6f35b-01a7-40c9-8b61-b6ee46f97272|0868eef3-2213-4572-9343-74931345a7d3|fc2f1d4f-a46f-471e-a618-cbd4d0496a53|69cfc5ed-6569-4aca-a4cc-fd782ba51d9c|f0ff6f10-cbb4-44c0-acd5-ed17046b1396,10,6,2024-05-24,2024-12-30
TSK004708,PRJ01620,Travel,Monitoring,Refactor capacity monitoring baseline for Travel booking and reservations engine,"Delivery of capacity monitoring baseline for the booking and reservations engine sits with this task. This sits on a business-critical path where an incident triggers a formal post-mortem. Required capability includes apply system organisational policies, administer ICT system and maintain ICT system. Estimated effort is 288 hours per assignee against a 88-day delivery window.",Critical,Critical,Systems Administrator,9,8,288.5,88,High,10.75,07e47d58-dd0e-4302-9e68-70a188e89065|0868eef3-2213-4572-9343-74931345a7d3|fbbcb9ab-4b95-4e57-a756-30d08b7da7a5|c7cc6dc5-d56b-4323-8e5c-47c4022f615f|14d1e367-3efe-4ec5-86ae-eca48710ee4e|1c2978b8-bb0d-4249-9c23-877571a4dffa|8efa6a7a-6556-4cb8-908d-59d3b5c58d2f|acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95|32b02bd1-6bf2-497a-bb16-94aeeafaf44f,5|5|5|4|4|5|5|5|3,07e47d58-dd0e-4302-9e68-70a188e89065|0868eef3-2213-4572-9343-74931345a7d3|fbbcb9ab-4b95-4e57-a756-30d08b7da7a5|1c2978b8-bb0d-4249-9c23-877571a4dffa|8efa6a7a-6556-4cb8-908d-59d3b5c58d2f|acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,9,6,2024-06-11,2024-09-07
TSK004709,PRJ01620,Travel,Monitoring,Automate synthetic monitoring suite for Travel booking and reservations engine,"The team is responsible for synthetic monitoring suite as part of the booking and reservations engine. An outage here stops transaction processing, so rollback readiness is a gating condition. Required capability includes monitor system performance, migrate existing data and resource description framework query language. Planned at roughly 219 hours of individual effort, due in 60 days.",Critical,Critical,DevOps Engineer,5,4,218.7,60,High,9.72,9190d87f-9792-42e0-bb7f-64294a656bcd|020918ef-4b55-47c1-8430-ab7b8f6a7377|99207709-d076-4cce-ba38-e90d3bb28806|f5ac9226-0ace-4d34-a1c3-7b3845834a98|20c920d4-7ff7-4676-ba61-3f04490d9416|ec85cc63-4e24-4631-bf92-8789db2605c0|116083f9-8d05-4b2e-a15f-287b18de5f67,5|5|5|5|4|3|4,9190d87f-9792-42e0-bb7f-64294a656bcd|020918ef-4b55-47c1-8430-ab7b8f6a7377|99207709-d076-4cce-ba38-e90d3bb28806|f5ac9226-0ace-4d34-a1c3-7b3845834a98,7,4,2024-05-28,2024-07-27
TSK004710,PRJ01620,Travel,Monitoring,Rebuild synthetic monitoring suite for Travel disruption management suite,"The team is responsible for synthetic monitoring suite as part of the disruption management suite. Failure carries regulatory, financial or safety exposure and is escalated to executive level. Required capability includes develop information security strategy, manage IT security compliances and maintain plan for continuity of operations. Effort is budgeted at 254 hours per person with a 56-day deadline.",Critical,Critical,DevOps Engineer,5,3,253.5,56,Urgent,10.79,3579208e-49b3-4ce4-98e7-20e41b1ce8d4|06358891-8424-43c5-891e-d40f226bef40|909a28ce-d4b6-4567-9b74-d111f1ed9633|c544a9f3-5945-4b54-afed-de0697852817|17c9a790-5664-4673-8237-c4cf3c5a8da5|dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1|2a3a96a3-709e-4d60-81f6-d247d6933f13|c9e96450-421d-48af-9ee6-d9c50e29afc2|ce26e71f-2d47-474e-89b6-7920931ac4fc|c5e8abde-d2ba-4e8e-a65e-720b71180666,5|5|4|5|3|5|3|5|5|4,3579208e-49b3-4ce4-98e7-20e41b1ce8d4|06358891-8424-43c5-891e-d40f226bef40|c544a9f3-5945-4b54-afed-de0697852817|dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1|c9e96450-421d-48af-9ee6-d9c50e29afc2|ce26e71f-2d47-474e-89b6-7920931ac4fc,10,6,2024-06-15,2024-08-10
TSK004711,PRJ01621,Insurance,Data Engineering,Automate batch ingestion pipeline for Insurance policy administration system,"The team is responsible for batch ingestion pipeline as part of the policy administration system. An outage here stops transaction processing, so rollback readiness is a gating condition. Core competencies required are manage data, unstructured data and manage research data. Planned at roughly 274 hours of individual effort, due in 101 days.",Advanced,Critical,Data Engineer,9,8,273.5,101,Urgent,8.9,9ff9db9d-d14b-426e-83f3-e7449af6c79f|c5e8abde-d2ba-4e8e-a65e-720b71180666|08b04e53-ed25-41a2-9f90-0b9cd939ba3d|fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|e5a6e1e0-1b07-4432-83ba-77d593b2cb47|e819cc1e-09d9-47f2-b418-93972852daef|56a7f561-1d55-43c9-9cd7-36a0a9bc6c50|56ff27ef-2565-45bf-a70c-f06d78d2a480|382c11ed-20d5-4ae7-b60e-15fec527fa6c,5|5|5|5|4|5|3|4|3,9ff9db9d-d14b-426e-83f3-e7449af6c79f|c5e8abde-d2ba-4e8e-a65e-720b71180666|08b04e53-ed25-41a2-9f90-0b9cd939ba3d|fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|e819cc1e-09d9-47f2-b418-93972852daef,9,5,2022-07-05,2022-10-14
TSK004712,PRJ01621,Insurance,Data Engineering,Integrate lakehouse ingestion layer for Insurance claims handling platform,"Scope of this task is lakehouse ingestion layer on the claims handling platform. Failure carries regulatory, financial or safety exposure and is escalated to executive level. Required capability includes manage quantitative data, manage data and process data. The window is 107 days, with about 448 hours of effort expected from each assignee.",Advanced,Critical,Solution Architect,6,5,448.0,107,Urgent,7.88,57231a22-4da7-49c8-97b8-75672feadf1e|9ff9db9d-d14b-426e-83f3-e7449af6c79f|f2d57f41-43b4-4f5b-8100-3df5c21eda50|3e2ab38a-4519-4bef-b762-a8bf4836a775|97bd1c21-66b2-4b7e-ad0f-e3cda590e378|fd6d2981-3d4a-4ce2-9741-cfc98c5b74bd|f597f772-24d3-4cec-813c-cf5a7027c794|b0096dc5-2e2d-4bc1-8172-05bf486c3968|eb8babfb-ab91-4937-a032-6a79f82e9b7f,5|5|5|3|4|5|5|4|5,57231a22-4da7-49c8-97b8-75672feadf1e|9ff9db9d-d14b-426e-83f3-e7449af6c79f|f2d57f41-43b4-4f5b-8100-3df5c21eda50|fd6d2981-3d4a-4ce2-9741-cfc98c5b74bd|f597f772-24d3-4cec-813c-cf5a7027c794|eb8babfb-ab91-4937-a032-6a79f82e9b7f,9,6,2022-08-11,2022-11-26
TSK004713,PRJ01622,Healthcare,Cybersecurity,Instrument SIEM detection coverage for Healthcare patient records platform,"The team is responsible for SIEM detection coverage as part of the patient records platform. This sits on a business-critical path where an incident triggers a formal post-mortem. Core competencies required are create flowchart diagram, identify ICT system weaknesses and use software design patterns. The window is 18 days, with about 82 hours of effort expected from each assignee.",Advanced,Critical,Security Engineer,7,5,82.0,18,High,9.62,901105f8-3a08-453e-b1dc-23619e317fd3|dad7e408-162f-46a4-8567-db560e19e2fc|2b7a79e5-84d8-4880-be66-3d9bb05bea17|06358891-8424-43c5-891e-d40f226bef40|d9e5349e-8791-49c2-8ba4-839fdd1606c2|f049d050-12da-4e40-813a-2b5eb6df6b51|0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9|59ea80e1-463a-4dba-82c6-d0b6d577d532|9836f5d5-1471-4403-8c09-82d1187e4912,3|5|5|5|5|5|3|5|4,dad7e408-162f-46a4-8567-db560e19e2fc|2b7a79e5-84d8-4880-be66-3d9bb05bea17|06358891-8424-43c5-891e-d40f226bef40|d9e5349e-8791-49c2-8ba4-839fdd1606c2|f049d050-12da-4e40-813a-2b5eb6df6b51|59ea80e1-463a-4dba-82c6-d0b6d577d532,9,6,2022-08-14,2022-09-01
TSK004714,PRJ01622,Healthcare,Cybersecurity,Automate zero-trust access rollout for Healthcare patient records platform,"Delivery of zero-trust access rollout for the patient records platform sits with this task. Failure carries regulatory, financial or safety exposure and is escalated to executive level. Delivery depends on proven ability in information security strategy, risk management and use ICT ticketing system. Planned at roughly 218 hours of individual effort, due in 50 days.",Advanced,Critical,Systems Administrator,6,5,217.8,50,High,8.25,11eebd42-44ab-401d-8a2c-bdb9fc9beb50|6eff134b-e34f-4d6e-a6e8-5e47cf2228d0|6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69|47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,4|2|5|4,6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69,4,1,2022-08-13,2022-10-02
TSK004715,PRJ01622,Healthcare,Cybersecurity,Redesign encryption key rotation for Healthcare clinical scheduling system,"The team is responsible for encryption key rotation as part of the clinical scheduling system. This sits on a business-critical path where an incident triggers a formal post-mortem. Required capability includes analyse ICT system, utilise computer-aided software engineering tools and software anomalies. Estimated effort is 274 hours per assignee against a 85-day delivery window.",Advanced,Critical,Security Analyst,8,9,273.5,85,High,8.32,7adb8473-bcc6-4ff8-9850-76d945d40092|172020d1-e151-445b-8173-e2a5fb16fe51|438ff259-d086-4004-acda-1ec3e1631bc6|397da142-ab35-48fe-b154-7c38f447adfb|8b94aa1e-89c9-459d-b3b4-1dfab8dec2df|e8f80ec5-c423-4eb2-9f0f-805d22f844ae|dc72d646-4e40-405a-8fa9-a410c60e490b,2|5|5|5|3|4|5,172020d1-e151-445b-8173-e2a5fb16fe51|438ff259-d086-4004-acda-1ec3e1631bc6|397da142-ab35-48fe-b154-7c38f447adfb|dc72d646-4e40-405a-8fa9-a410c60e490b,7,4,2022-07-15,2022-10-08
TSK004716,PRJ01622,Healthcare,Cybersecurity,Harden penetration test remediation for Healthcare care coordination suite,"Delivery of penetration test remediation for the care coordination suite sits with this task. An outage here stops transaction processing, so rollback readiness is a gating condition. The assignee is expected to demonstrate GDPR, ethical hacking principles and security engineering. Planned at roughly 255 hours of individual effort, due in 65 days.",Advanced,Critical,Security Engineer,6,4,254.5,65,High,8.49,d3e9b00a-0891-4fa8-836d-8240ec3d2758|0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9|6f1edc19-191f-4ba5-a048-ee69aff05bab|7814e88f-c133-4c3b-b27f-857afa145d42|e5beeff8-7c98-490a-ae2c-16fbb6a87305|5d9e766b-8f17-4e17-bfab-3bb0e0719791|8088750d-8388-4170-a76f-48354c469c44|ccd0a1d9-afda-43d9-b901-96344886e14d|21fecc8a-392e-49ce-ac26-fb0696ccfead|872a1632-f1db-4feb-bb27-0a6a359b7591,5|4|5|5|5|5|4|5|5|4,d3e9b00a-0891-4fa8-836d-8240ec3d2758|6f1edc19-191f-4ba5-a048-ee69aff05bab|7814e88f-c133-4c3b-b27f-857afa145d42|e5beeff8-7c98-490a-ae2c-16fbb6a87305|5d9e766b-8f17-4e17-bfab-3bb0e0719791|ccd0a1d9-afda-43d9-b901-96344886e14d|21fecc8a-392e-49ce-ac26-fb0696ccfead,10,7,2022-08-04,2022-10-08
TSK004717,PRJ01622,Healthcare,Cybersecurity,Consolidate SIEM detection coverage for Healthcare clinical scheduling system,"Scope of this task is SIEM detection coverage on the clinical scheduling system. Failure carries regulatory, financial or safety exposure and is escalated to executive level. Required capability includes perform risk analysis, analyse ICT system and Internet of Things. Planned at roughly 266 hours of individual effort, due in 89 days.",Advanced,Critical,Compliance Specialist,5,4,265.7,89,Urgent,9.71,1dd23dba-dd00-45ab-abf4-642902538317|7adb8473-bcc6-4ff8-9850-76d945d40092|f049d050-12da-4e40-813a-2b5eb6df6b51|d9e5349e-8791-49c2-8ba4-839fdd1606c2|5898d99a-62a4-4e10-a2e3-0d815ce44248|cd5efa8c-e44d-4cbc-91c6-796018dbed68|8c4c49d4-9708-433f-8ca7-bf2c5211ee49|fd33c66c-70c4-40e6-b87c-5495bd3bf26e|4d39b27a-b34f-4c89-8d46-df844d42f728,5|3|5|5|5|3|3|5|5,1dd23dba-dd00-45ab-abf4-642902538317|f049d050-12da-4e40-813a-2b5eb6df6b51|d9e5349e-8791-49c2-8ba4-839fdd1606c2|5898d99a-62a4-4e10-a2e3-0d815ce44248|fd33c66c-70c4-40e6-b87c-5495bd3bf26e|4d39b27a-b34f-4c89-8d46-df844d42f728,9,6,2022-07-07,2022-10-04
TSK004718,PRJ01622,Healthcare,Cybersecurity,Modernise SIEM detection coverage for Healthcare care coordination suite,"This workstream covers SIEM detection coverage within the care coordination suite. Failure carries regulatory, financial or safety exposure and is escalated to executive level. Core competencies required are manage data for legal matters, attack vectors and ICT security standards. Effort is budgeted at 249 hours per person with a 83-day deadline.",Advanced,Critical,Systems Administrator,10,8,249.0,83,High,8.33,a89a94fb-c417-49b4-a9a9-9a22e0f12697|501537a7-9d63-491d-ae02-09f04767ff1e|3ff589b7-68df-4ea5-ae41-b395bdb2378f|2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80|326686e4-a55f-4eba-9d07-1c86408d5c5e|c2cbbccf-4ffd-4626-86e7-505b39c872a0,5|5|5|5|4|4,a89a94fb-c417-49b4-a9a9-9a22e0f12697|501537a7-9d63-491d-ae02-09f04767ff1e|3ff589b7-68df-4ea5-ae41-b395bdb2378f|2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,6,4,2022-07-23,2022-10-14
